OWNER_CIK,OWNER_NAME,Weighted_SP500_6M,Weighted_SP500_1Y,Weighted_SP500_18M,Weighted_Sector_6M,Weighted_Sector_1Y,Weighted_Sector_18M,Return_vs_SP500_6M,Return_vs_SP500_1Y,Return_vs_SP500_18M,Return_vs_Sector_6M,Return_vs_Sector_1Y,Return_vs_Sector_18M,Min_Transaction_Value,Avg_Transaction_Value,Max_Transaction_Value,Transaction_Count,Unique_Transaction_Years,Earliest_Transaction_Year,Most_Recent_Transaction_Year,Avg_Days_Between_Transactions,Pct_Positive_vs_SP500_6M,Pct_Positive_vs_SP500_1Y,Pct_Positive_vs_SP500_18M,Pct_Positive_vs_Sector_6M,Pct_Positive_vs_Sector_1Y,Pct_Positive_vs_Sector_18M,Number_of_Companies,Most_Common_Company,Most_Active_Sector,Total_Transaction_Value,Bull_Market_Transactions,Bull_Market_Avg_Return_6M,Bull_Market_vs_SP500_6M,Bull_Market_vs_Sector_6M,Bull_Market_Win_Rate,Bear_Market_Transactions,Bear_Market_Avg_Return_6M,Bear_Market_vs_SP500_6M,Bear_Market_vs_Sector_6M,Bear_Market_Win_Rate,Market_Timing_Score,Most_Common_Company_Market_Cap,Most_Common_Company_Cap_Category,Pct_Mega_Cap_Trades,Pct_Large_Cap_Trades,Pct_Mid_Cap_Trades,Pct_Small_Cap_Trades,Pct_Micro_Cap_Trades,Preferred_Cap_Category,Avg_Market_Cap,Median_Market_Cap
1018198,WALKER R A,45%,46%,49%,6%,6%,7%,-45%,-46%,-49%,-6%,-6%,-7%,123600,415625,999000,6,2,2021,2023,112.4,0%,33%,33%,0%,0%,0%,1,COP,Energy,526,0,0,0,0,0,0,0,0,0,0,0,140144000000,Large Cap,0,100,0,0,0,Large Cap,1.40144E+11,1.40144E+11
1018211,GOULD PAUL A,38%,42%,41%,2%,2%,2%,-38%,-42%,-41%,-2%,-2%,-2%,91250,91250,91250,1,1,2022,2022,0.0,100%,0%,100%,100%,0%,0%,1,WBD,Communication Services,18.25,0,0,0,0,0,0,0,0,0,0,0,25709219840,Large Cap,0,100,0,0,0,Large Cap,25709219840,25709219840
1018394,SPOON ALAN G,32%,36%,39%,7%,8%,8%,-32%,-36%,-39%,-7%,-8%,-8%,90000,732458.6,1454400,5,4,2015,2022,162.5,80%,40%,0%,60%,0%,0%,2,FTV,Industrials,195.9793332,0,0,0,0,0,0,0,0,0,0,0,27547740160,Large Cap,0,80,20,0,0,Large Cap,23682336154,27547740160
1018396,MORSE JOHN B JR,34%,39%,45%,3%,3%,3%,-34%,-39%,-45%,-3%,-3%,-3%,129900,129900,129900,1,1,2020,2020,0.0,0%,0%,0%,0%,0%,0%,1,AES,Utilities,12.99,0,0,0,0,0,0,0,0,0,0,0,9271792640,Mid Cap,0,0,100,0,0,Mid Cap,9271792640,9271792640
1018657,MCCALLISTER MICHAEL B,24%,26%,27%,2%,2%,3%,-24%,-26%,-27%,-2%,-2%,-3%,3021,57185.52368,213880.35,19,4,2015,2019,5.2,68%,5%,0%,5%,0%,0%,2,T,Communication Services,51.34,0,0,0,0,0,0,0,0,0,0,0,166969000000,Large Cap,0,100,0,0,0,Large Cap,1.62378E+11,1.66969E+11
1018658,MURRAY JAMES E,45%,50%,53%,16%,17%,17%,-45%,-50%,-53%,-16%,-17%,-17%,494775,494775,494775,1,1,2023,2023,0.0,0%,0%,0%,0%,0%,0%,1,CNC,Health Care,73.3,0,0,0,0,0,0,0,0,0,0,0,30291900416,Large Cap,0,100,0,0,0,Large Cap,30291900416,30291900416
1019718,KLESSE WILLIAM R,26%,29%,31%,4%,4%,5%,-26%,-29%,-31%,-4%,-4%,-5%,134300,427894,721500,15,7,2014,2020,-139.7,40%,0%,0%,67%,60%,60%,1,OXY,Energy,793.3338116,0,0,0,0,0,0,0,0,0,0,0,47461388288,Large Cap,0,100,0,0,0,Large Cap,47461388288,47461388288
1020058,FOOTE JAMES M,27%,30%,31%,6%,7%,7%,-27%,-30%,-31%,-6%,-7%,-7%,20273.76,159911.88,299550,2,2,2018,2020,791.0,0%,0%,0%,50%,0%,0%,1,CSX,Industrials,1.93E-13,0,0,0,0,0,0,0,0,0,0,0,70541500416,Large Cap,0,100,0,0,0,Large Cap,70541500416,70541500416
1020246,EARLEY KATHLEEN,22%,24%,25%,2%,2%,2%,-22%,-24%,-25%,-2%,-2%,-2%,25000,25000,25000,1,1,2016,2016,0.0,0%,0%,0%,0%,0%,0%,1,DLR,Real Estate,25,0,0,0,0,0,0,0,0,0,0,0,66026000384,Large Cap,0,100,0,0,0,Large Cap,66026000384,66026000384
1020325,BRADY ROBERT T,20%,20%,22%,3%,3%,3%,-20%,-20%,-22%,-3%,-3%,-3%,970800,970800,970800,1,1,2015,2015,0.0,100%,100%,0%,100%,100%,100%,1,MTB,Financials,121.35,0,0,0,0,0,0,0,0,0,0,0,36635373568,Large Cap,0,100,0,0,0,Large Cap,36635373568,36635373568
1020688,WIMSETT THOMAS A,41%,46%,40%,6%,6%,5%,-41%,-46%,-40%,-6%,-6%,-5%,115680,449549.5,940200,4,3,2014,2023,-1122.0,0%,0%,0%,0%,0%,0%,1,JKHY,Financials,515.67,0,0,0,0,0,0,0,0,0,0,0,12853967872,Large Cap,0,100,0,0,0,Large Cap,12853967872,12853967872
1021572,FORD GERALD J,19%,22%,23%,3%,3%,3%,-19%,-22%,-23%,-3%,-3%,-3%,9940000,9940000,9940000,1,1,2015,2015,0.0,100%,0%,0%,100%,0%,0%,1,FCX,Materials,9.94,0,0,0,0,0,0,0,0,0,0,0,63512309760,Large Cap,0,100,0,0,0,Large Cap,63512309760,63512309760
1021765,VANDE STEEG NICKOLAS,20%,22%,24%,6%,6%,7%,-20%,-22%,-24%,-6%,-6%,-7%,500648.6,501694.3,502740,2,1,2015,2015,88.0,100%,0%,0%,50%,0%,0%,2,TRMB,Industrials,97.33,0,0,0,0,0,0,0,0,0,0,0,17819858944,Large Cap,0,100,0,0,0,Large Cap,26152215552,26152215552
1023115,KORNSTEIN DON R,34%,38%,39%,10%,11%,12%,-34%,-38%,-39%,-10%,-11%,-12%,30000,65794.44444,158400,9,2,2018,2022,-158.8,0%,0%,0%,0%,0%,0%,1,CZR,Consumer Discretionary,155.6,0,0,0,0,0,0,0,0,0,0,0,8178355712,Mid Cap,0,0,100,0,0,Mid Cap,8178355712,8178355712
1023219,RUSSO PATRICIA F,34%,35%,38%,11%,11%,12%,-34%,-35%,-38%,-11%,-11%,-12%,53385,249682.75,347300,4,4,2015,2022,-213.0,50%,50%,25%,25%,25%,25%,1,GM,Consumer Discretionary,144.11,0,0,0,0,0,0,0,0,0,0,0,61126762496,Large Cap,0,100,0,0,0,Large Cap,61126762496,61126762496
1023260,GOLDEN ARTHUR F,33%,37%,39%,7%,8%,8%,-33%,-37%,-39%,-7%,-8%,-8%,197640,228317.5,257350,4,4,2014,2023,-152.0,25%,0%,0%,25%,0%,0%,1,EMR,Industrials,253.64,0,0,0,0,0,0,0,0,0,0,0,75608522752,Large Cap,0,100,0,0,0,Large Cap,75608522752,75608522752
1023262,KNIGHT LESTER B,36%,39%,40%,5%,6%,6%,-36%,-39%,-40%,-5%,-6%,-6%,2493.48,2537062.589,10725000,26,8,2013,2024,-21.8,15%,23%,19%,23%,38%,19%,1,AON,Financials,5435.59,0,0,0,0,0,0,0,0,0,0,0,85059715072,Large Cap,0,100,0,0,0,Large Cap,85059715072,85059715072
1023582,OBRIEN JAMES J /KY,21%,18%,22%,3%,2%,3%,-21%,-18%,-22%,-3%,-2%,-3%,631.56,10536.352,15816,5,1,2015,2015,0.0,0%,100%,0%,100%,100%,100%,1,ALB,Materials,263.31,0,0,0,0,0,0,0,0,0,0,0,12692014080,Large Cap,0,100,0,0,0,Large Cap,12692014080,12692014080
1024835,MURDOCH  KEITH  RUPERT,38%,37%,39%,2%,2%,2%,-38%,-37%,-39%,-2%,-2%,-2%,1839676.08,9474162.752,21174000,11,2,2019,2021,63.7,0%,0%,0%,0%,45%,45%,2,FOX,Communication Services,364.03,0,0,0,0,0,0,0,0,0,0,0,20780527616,Large Cap,0,100,0,0,0,Large Cap,19754226595,20780527616
1025094,KILTS JAMES M,31%,33%,32%,7%,8%,8%,-31%,-33%,-32%,-7%,-8%,-8%,151405.15,506971.52,879691.65,3,2,2017,2020,693.0,0%,0%,33%,33%,0%,0%,2,MET,Financials,92.21036952,0,0,0,0,0,0,0,0,0,0,0,61106073600,Large Cap,0,100,0,0,0,Large Cap,45997162496,61106073600
1026532,IRANI RAY R,21%,21%,23%,6%,6%,7%,-21%,-21%,-23%,-6%,-6%,-7%,308244,1359822.665,2411401.33,2,1,2015,2015,1.0,0%,0%,0%,0%,0%,0%,1,WYNN,Consumer Discretionary,135.99,0,0,0,0,0,0,0,0,0,0,0,10364339200,Large Cap,0,100,0,0,0,Large Cap,10364339200,10364339200
1026545,CHAZEN STEPHEN I,34%,33%,35%,5%,5%,5%,-34%,-33%,-35%,-5%,-5%,-5%,106840,226320,515200,7,5,2016,2021,-94.8,14%,14%,14%,57%,43%,57%,2,WMB,Energy,188.19,0,0,0,0,0,0,0,0,0,0,0,71336468480,Large Cap,0,100,0,0,0,Large Cap,67925742738,71336468480
1026926,DI IORIO ANTHONY M,21%,19%,21%,3%,3%,3%,-21%,-19%,-21%,-3%,-3%,-3%,268750,268750,268750,1,1,2014,2014,0.0,0%,0%,0%,0%,0%,0%,1,CFG,Financials,21.5,0,0,0,0,0,0,0,0,0,0,0,21224155136,Large Cap,0,100,0,0,0,Large Cap,21224155136,21224155136
1026934,CODINA ARMANDO M,29%,28%,29%,9%,9%,9%,-29%,-28%,-29%,-9%,-9%,-9%,1188089,1188089,1188089,1,1,2018,2018,0.0,0%,0%,0%,0%,0%,0%,1,HD,Consumer Discretionary,178.66,0,0,0,0,0,0,0,0,0,0,0,426282000000,Mega Cap,100,0,0,0,0,Mega Cap,4.26282E+11,4.26282E+11
1026940,DYKES RONALD M,20%,21%,19%,2%,2%,2%,-20%,-21%,-19%,-2%,-2%,-2%,277385,277385,277385,1,1,2014,2014,0.0,0%,0%,0%,0%,0%,0%,1,AMT,Real Estate,95.65,0,0,0,0,0,0,0,0,0,0,0,97803640832,Large Cap,0,100,0,0,0,Large Cap,97803640832,97803640832
1027038,HUTCHINS GLENN H,22%,24%,24%,2%,2%,2%,-22%,-24%,-24%,-2%,-2%,-2%,15525,1112166.254,3564000,5,2,2014,2018,-365.8,80%,0%,0%,80%,0%,0%,1,T,Communication Services,6.64E-13,0,0,0,0,0,0,0,0,0,0,0,166969000000,Large Cap,0,100,0,0,0,Large Cap,1.66969E+11,1.66969E+11
1027716,KELLY GARY C,23%,25%,28%,6%,6%,7%,-23%,-25%,-28%,-6%,-6%,-7%,427.2,66673.77,282343.6,15,1,2016,2016,0.0,0%,0%,0%,0%,0%,0%,1,LUV,Industrials,533.71,0,0,0,0,0,0,0,0,0,0,0,19407491072,Large Cap,0,100,0,0,0,Large Cap,19407491072,19407491072
1028689,DAVIS EUGENE I,28%,27%,29%,2%,2%,2%,-28%,-27%,-29%,-2%,-2%,-2%,200000,200000,200000,1,1,2018,2018,0.0,100%,100%,0%,0%,0%,0%,1,VICI,Real Estate,20,0,0,0,0,0,0,0,0,0,0,0,34376482816,Large Cap,0,100,0,0,0,Large Cap,34376482816,34376482816
1028902,NUTTER WALLACE LEE,20%,21%,19%,5%,5%,4%,-20%,-21%,-19%,-5%,-5%,-4%,1141200,1141200,1141200,1,1,2014,2014,0.0,0%,0%,0%,0%,0%,0%,1,RSG,Industrials,38.04,0,0,0,0,0,0,0,0,0,0,0,68361080832,Large Cap,0,100,0,0,0,Large Cap,68361080832,68361080832
1031190,KINDER RICHARD D,29%,31%,35%,4%,4%,3%,-29%,-31%,-35%,-4%,-4%,-3%,3950,4240958.627,9290000,56,6,2014,2020,-8.0,18%,23%,2%,88%,79%,79%,1,KMI,Energy,1187.35,0,0,0,0,0,0,0,0,0,0,0,62805762048,Large Cap,0,100,0,0,0,Large Cap,62805762048,62805762048
1031609,WEISENBURGER RANDALL J,38%,44%,46%,11%,12%,13%,-38%,-44%,-46%,-11%,-12%,-13%,930000,3107135.714,10000000,7,5,2018,2023,-134.0,14%,0%,0%,29%,14%,14%,2,CCL,Consumer Discretionary,210.8,0,0,0,0,0,0,0,0,0,0,0,33733912576,Large Cap,0,100,0,0,0,Large Cap,36675834734,33733912576
1033331,HASTINGS REED,39%,41%,46%,2%,2%,2%,-39%,-41%,-46%,-2%,-2%,-2%,15198.4,2000153.895,4637425.1,10,1,2022,2022,0.1,100%,100%,0%,100%,100%,100%,1,NFLX,Communication Services,3867.15,0,0,0,0,0,0,0,0,0,0,0,379074000000,Mega Cap,100,0,0,0,0,Mega Cap,3.79074E+11,3.79074E+11
1033442,SMITH WILLIAM A,31%,34%,36%,4%,4%,5%,-31%,-34%,-36%,-4%,-4%,-5%,97720,100919.952,107360,5,3,2017,2020,161.0,40%,20%,0%,60%,40%,60%,1,KMI,Energy,87.16,0,0,0,0,0,0,0,0,0,0,0,62805762048,Large Cap,0,100,0,0,0,Large Cap,62805762048,62805762048
1033876,MEISTER PAUL M,21%,23%,25%,6%,7%,7%,-21%,-23%,-25%,-6%,-7%,-7%,300400,300400,300400,1,1,2016,2016,0.0,0%,0%,0%,0%,0%,0%,1,LKQ,Consumer Discretionary,30.04,0,0,0,0,0,0,0,0,0,0,0,10213828608,Large Cap,0,100,0,0,0,Large Cap,10213828608,10213828608
1033927,ENGLES GREGG L,51%,55%,56%,14%,15%,15%,-51%,-55%,-56%,-14%,-15%,-15%,3836.58,258320.442,1827848,10,2,2022,2023,72.0,20%,20%,0%,80%,20%,0%,1,CMG,Consumer Discretionary,9.97E-41,0,0,0,0,0,0,0,0,0,0,0,84548780032,Large Cap,0,100,0,0,0,Large Cap,84548780032,84548780032
1034272,KIMMEL ROGER H,27%,29%,28%,3%,3%,3%,-27%,-29%,-28%,-3%,-3%,-3%,278720,278720,278720,1,1,2017,2017,0.0,0%,0%,0%,100%,100%,0%,1,PCG,Utilities,69.68,0,0,0,0,0,0,0,0,0,0,0,56568721408,Large Cap,0,100,0,0,0,Large Cap,56568721408,56568721408
1034464,LARKIN C RAYMOND JR,37%,41%,44%,15%,15%,15%,-37%,-41%,-44%,-15%,-15%,-15%,264420,264420,264420,1,1,2022,2022,0.0,100%,0%,0%,0%,0%,100%,1,ALGN,Health Care,264.42,0,0,0,0,0,0,0,0,0,0,0,17377003520,Large Cap,0,100,0,0,0,Large Cap,17377003520,17377003520
1034465,LAVIZZO-MOUREY RISA J,36%,33%,36%,16%,14%,16%,-36%,-33%,-36%,-16%,-14%,-16%,25015.68,67173.05571,247500,7,6,2015,2021,-147.7,29%,29%,14%,57%,86%,57%,3,HES,Energy,2.34E+46,0,0,0,0,0,0,0,0,0,0,0,45348806656,Large Cap,0,100,0,0,0,Large Cap,75374576183,45348806656
1035440,SAGAN PAUL,34%,39%,45%,12%,14%,16%,-34%,-39%,-45%,-12%,-14%,-16%,999989,999989,999989,1,1,2020,2020,0.0,0%,0%,0%,0%,0%,0%,1,MRNA,Health Care,19,0,0,0,0,0,0,0,0,0,0,0,16697247744,Large Cap,0,100,0,0,0,Large Cap,16697247744,16697247744
1036295,OBERTON WILLARD D,20%,21%,21%,5%,5%,5%,-20%,-21%,-21%,-5%,-5%,-5%,4512,28314.738,51300.69,5,2,2014,2015,-101.5,0%,0%,0%,0%,0%,0%,1,FAST,Industrials,1.53E-15,0,0,0,0,0,0,0,0,0,0,0,47956336640,Large Cap,0,100,0,0,0,Large Cap,47956336640,47956336640
1038684,MURRAY ROBERT J,21%,21%,19%,8%,9%,7%,-21%,-21%,-19%,-8%,-9%,-7%,63640,95460,127280,2,1,2014,2014,0.0,0%,0%,0%,0%,0%,0%,1,IDXX,Health Care,23.865,0,0,0,0,0,0,0,0,0,0,0,34535673856,Large Cap,0,100,0,0,0,Large Cap,34535673856,34535673856
1039138,SULLIVAN PATRICK J,22%,24%,25%,8%,9%,9%,-22%,-24%,-25%,-8%,-9%,-9%,277400,534571.4286,1355600,7,2,2015,2016,105.7,57%,43%,0%,57%,57%,43%,1,PODD,Health Care,204.98,0,0,0,0,0,0,0,0,0,0,0,18723047424,Large Cap,0,100,0,0,0,Large Cap,18723047424,18723047424
1039894,NOSKI CHARLES H,34%,39%,45%,4%,6%,6%,-34%,-39%,-45%,-4%,-6%,-6%,590600,590600,590600,1,1,2020,2020,0.0,0%,0%,0%,0%,0%,0%,1,WFC,Financials,29.53,0,0,0,0,0,0,0,0,0,0,0,257070000000,Mega Cap,100,0,0,0,0,Mega Cap,2.5707E+11,2.5707E+11
1041216,MARTIN J LANDIS,30%,30%,31%,2%,2%,2%,-30%,-30%,-31%,-2%,-2%,-2%,7894.5,356824.1261,4768200,67,6,2014,2021,5.3,22%,15%,6%,13%,39%,25%,1,CCI,Real Estate,9529.64,0,0,0,0,0,0,0,0,0,0,0,46371643392,Large Cap,0,100,0,0,0,Large Cap,46371643392,46371643392
1041888,ALLEN A CLINTON,22%,24%,25%,6%,7%,7%,-22%,-24%,-25%,-6%,-7%,-7%,90270,90270,90270,1,1,2016,2016,0.0,0%,0%,0%,0%,0%,0%,1,LKQ,Consumer Discretionary,30.09,0,0,0,0,0,0,0,0,0,0,0,10213828608,Large Cap,0,100,0,0,0,Large Cap,10213828608,10213828608
1041958,CULVER CURT S,32%,32%,37%,3%,3%,3%,-32%,-32%,-37%,-3%,-3%,-3%,31305.1,31305.1,31305.1,1,1,2019,2019,0.0,0%,0%,0%,0%,100%,0%,1,WEC,Utilities,85.3,0,0,0,0,0,0,0,0,0,0,0,32211204096,Large Cap,0,100,0,0,0,Large Cap,32211204096,32211204096
1041975,MUMA LESLIE M,21%,21%,22%,3%,3%,4%,-21%,-21%,-22%,-3%,-3%,-4%,85650,122625,159600,2,2,2015,2016,281.0,0%,50%,50%,0%,50%,50%,1,FIS,Financials,120.94,0,0,0,0,0,0,0,0,0,0,0,46056202240,Large Cap,0,100,0,0,0,Large Cap,46056202240,46056202240
1042343,HERNANDEZ ENRIQUE JR,29%,35%,42%,9%,13%,14%,-29%,-35%,-42%,-9%,-13%,-14%,484575,484575,484575,1,1,2019,2019,0.0,100%,0%,0%,100%,0%,0%,1,MCD,Consumer Discretionary,193.83,0,0,0,0,0,0,0,0,0,0,0,212127000000,Mega Cap,100,0,0,0,0,Mega Cap,2.12127E+11,2.12127E+11
1043298,BEZOS JEFFREY P,45%,53%,59%,13%,14%,16%,-45%,-53%,-59%,-13%,-14%,-16%,114.77,114.77,114.77,1,1,2023,2023,0.0,0%,0%,0%,0%,0%,0%,1,AMZN,Consumer Discretionary,114.77,0,0,0,0,0,0,0,0,0,0,0,2185960000000,Mega Cap,100,0,0,0,0,Mega Cap,2.18596E+12,2.18596E+12
1043333,SPENCER TERRY K,33%,39%,45%,2%,4%,4%,-33%,-39%,-45%,-2%,-4%,-4%,3120,114603.33,360498.6,13,1,2020,2020,0.7,0%,0%,0%,85%,0%,0%,1,OKE,Energy,431.23,0,0,0,0,0,0,0,0,0,0,0,66370912256,Large Cap,0,100,0,0,0,Large Cap,66370912256,66370912256
1046206,SPO PARTNERS II LP,19%,21%,20%,2%,2%,2%,-19%,-21%,-20%,-2%,-2%,-2%,16205.4,5168750.722,49500000,21,1,2014,2014,1.2,0%,0%,0%,0%,0%,0%,1,EQIX,Real Estate,3735.74,0,0,0,0,0,0,0,0,0,0,0,94701240320,Large Cap,0,100,0,0,0,Large Cap,94701240320,94701240320
1047251,COLEMAN LEONARD S JR,30%,31%,35%,4%,4%,4%,-30%,-31%,-35%,-4%,-4%,-4%,25009.16,25032.89,25079.08,4,4,2017,2020,367.3,0%,0%,0%,75%,75%,50%,1,HES,Energy,206.65,0,0,0,0,0,0,0,0,0,0,0,45348806656,Large Cap,0,100,0,0,0,Large Cap,45348806656,45348806656
1047461,ALVARADO JOSEPH,43%,50%,59%,6%,7%,8%,-43%,-50%,-59%,-6%,-7%,-8%,123900,123900,123900,1,1,2023,2023,0.0,0%,0%,0%,100%,0%,0%,1,PNC,Financials,123.9,0,0,0,0,0,0,0,0,0,0,0,85308473344,Large Cap,0,100,0,0,0,Large Cap,85308473344,85308473344
1049371,MCDONALD MACKEY J,29%,28%,29%,6%,6%,6%,-29%,-28%,-29%,-6%,-6%,-6%,26118.3,32860.07,40320.63,3,1,2018,2018,20.5,0%,0%,0%,33%,33%,0%,1,KHC,Consumer Staples,196.51,0,0,0,0,0,0,0,0,0,0,0,38657167360,Large Cap,0,100,0,0,0,Large Cap,38657167360,38657167360
1049848,HARRIS JOHN W,28%,29%,31%,3%,3%,3%,-28%,-29%,-31%,-3%,-3%,-3%,711500,711500,711500,1,1,2018,2018,0.0,100%,100%,0%,0%,0%,0%,1,D,Utilities,71.15,0,0,0,0,0,0,0,0,0,0,0,50148589568,Large Cap,0,100,0,0,0,Large Cap,50148589568,50148589568
1049959,GORDON ILENE S,35%,35%,37%,6%,6%,6%,-35%,-35%,-37%,-6%,-6%,-6%,140390,184960,229530,2,2,2019,2021,809.0,0%,50%,50%,50%,50%,50%,2,IFF,Industrials,446.43,0,0,0,0,0,0,0,0,0,0,0,23359107072,Large Cap,0,100,0,0,0,Large Cap,74424053536,74424053536
1051359,PAR CAPITAL MANAGEMENT INC,21%,23%,26%,5%,6%,6%,-21%,-23%,-26%,-5%,-6%,-6%,39592800,49625775,59658750,2,1,2016,2016,1.0,0%,0%,0%,0%,0%,0%,1,UAL,Industrials,103.79,0,0,0,0,0,0,0,0,0,0,0,31845064704,Large Cap,0,100,0,0,0,Large Cap,31845064704,31845064704
1051410,HARKHAM URI P,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,3,2,2010,2014,-685.0,0%,0%,0%,0%,0%,0%,1,PSA,Real Estate,0,0,0,0,0,0,0,0,0,0,0,0,61526188032,Large Cap,0,100,0,0,0,Large Cap,61526188032,61526188032
1052192,CASCADE INVESTMENT LLC,21%,20%,20%,5%,5%,5%,-21%,-20%,-20%,-5%,-5%,-5%,7830,11903176.95,78536070.75,62,2,2014,2015,-3.6,3%,6%,3%,5%,3%,0%,1,RSG,Industrials,2391.72,0,0,0,0,0,0,0,0,0,0,0,68361080832,Large Cap,0,100,0,0,0,Large Cap,68361080832,68361080832
1052192,"CASCADE INVESTMENT, L.L.C.",34%,34%,37%,5%,5%,5%,-34%,-34%,-37%,-5%,-5%,-5%,14355.6,9793609.486,41252832.53,51,3,2018,2022,-10.0,67%,27%,2%,37%,35%,33%,2,ECL,Materials,7491.52,0,0,0,0,0,0,0,0,0,0,0,70442205184,Large Cap,0,100,0,0,0,Large Cap,69911722506,70442205184
1052783,SANDERS WILLIAM REID,38%,39%,43%,2%,2%,2%,-38%,-39%,-43%,-2%,-2%,-2%,289.52,90726.21963,351265.2,27,3,2017,2023,76.5,0%,19%,0%,37%,37%,0%,1,MAA,Real Estate,2856.59,0,0,0,0,0,0,0,0,0,0,0,19816738816,Large Cap,0,100,0,0,0,Large Cap,19816738816,19816738816
1053890,DEBBANE RAYMOND,22%,24%,25%,3%,4%,4%,-22%,-24%,-25%,-3%,-4%,-4%,999993.75,999993.75,999993.75,1,1,2016,2016,0.0,0%,0%,0%,0%,0%,0%,1,WTW,Financials,12.03,0,0,0,0,0,0,0,0,0,0,0,32433451008,Large Cap,0,100,0,0,0,Large Cap,32433451008,32433451008
1053891,LAINOVIC SACHA,22%,24%,25%,3%,4%,4%,-22%,-24%,-25%,-3%,-4%,-4%,1000825,1000825,1000825,1,1,2016,2016,0.0,0%,0%,0%,0%,0%,0%,1,WTW,Financials,12.04,0,0,0,0,0,0,0,0,0,0,0,32433451008,Large Cap,0,100,0,0,0,Large Cap,32433451008,32433451008
1053892,SOBECKI CHRISTOPHER J,22%,24%,25%,3%,4%,4%,-22%,-24%,-25%,-3%,-4%,-4%,610000,610000,610000,1,1,2016,2016,0.0,0%,0%,0%,0%,0%,0%,1,WTW,Financials,12.2,0,0,0,0,0,0,0,0,0,0,0,32433451008,Large Cap,0,100,0,0,0,Large Cap,32433451008,32433451008
1053905,Artal Luxembourg S. A.,20%,21%,19%,3%,3%,3%,-20%,-21%,-19%,-3%,-3%,-3%,660705.82,1413205.998,2593054.72,11,1,2014,2014,-1.1,0%,0%,0%,0%,0%,0%,1,WTW,Financials,6.58E+35,0,0,0,0,0,0,0,0,0,0,0,32433451008,Large Cap,0,100,0,0,0,Large Cap,32433451008,32433451008
1053906,Artal Group S.A.,20%,21%,19%,3%,3%,3%,-20%,-21%,-19%,-3%,-3%,-3%,660705.82,1413205.998,2593054.72,11,1,2014,2014,-1.1,0%,0%,0%,0%,0%,0%,1,WTW,Financials,6.58E+35,0,0,0,0,0,0,0,0,0,0,0,32433451008,Large Cap,0,100,0,0,0,Large Cap,32433451008,32433451008
1056513,ACKMAN WILLIAM A,31%,29%,30%,10%,10%,10%,-31%,-29%,-30%,-10%,-10%,-10%,30147182.38,71681191.69,133721241.1,4,3,2015,2021,-429.0,75%,50%,50%,75%,75%,75%,2,CMG,Consumer Discretionary,48.22,0,0,0,0,0,0,0,0,0,0,0,84548780032,Large Cap,0,100,0,0,0,Large Cap,83346315264,84548780032
1056610,COCHRAN SANDRA B,22%,24%,25%,6%,7%,7%,-22%,-24%,-25%,-6%,-7%,-7%,100965,100965,100965,1,1,2016,2016,0.0,0%,0%,0%,0%,0%,0%,1,LOW,Consumer Discretionary,67.31,0,0,0,0,0,0,0,0,0,0,0,154257000000,Large Cap,0,100,0,0,0,Large Cap,1.54257E+11,1.54257E+11
1056731,GELLERSTEDT LAWRENCE L III,41%,45%,48%,6%,6%,6%,-41%,-45%,-48%,-6%,-6%,-6%,98910,123890.575,196928,4,2,2022,2023,94.3,50%,50%,0%,75%,75%,50%,1,BRO,Financials,231.76,0,0,0,0,0,0,0,0,0,0,0,32370464768,Large Cap,0,100,0,0,0,Large Cap,32370464768,32370464768
1057687,COLLINS MICHELLE L,28%,29%,28%,8%,9%,9%,-28%,-29%,-28%,-8%,-9%,-9%,99840,99840,99840,1,1,2017,2017,0.0,0%,0%,0%,0%,0%,0%,1,ULTA,Consumer Discretionary,208,0,0,0,0,0,0,0,0,0,0,0,18216427520,Large Cap,0,100,0,0,0,Large Cap,18216427520,18216427520
1057777,ROCHE JOYCE M,26%,30%,33%,1%,2%,2%,-26%,-30%,-33%,-1%,-2%,-2%,99808,99808,99808,1,1,2018,2018,0.0,100%,0%,0%,100%,0%,0%,1,T,Communication Services,1.29E-13,0,0,0,0,0,0,0,0,0,0,0,166969000000,Large Cap,0,100,0,0,0,Large Cap,1.66969E+11,1.66969E+11
1058835,HAGERTY THOMAS M,27%,28%,28%,4%,4%,4%,-27%,-28%,-28%,-4%,-4%,-4%,3961.86,3961.86,3961.86,1,1,2017,2017,0.0,0%,0%,0%,100%,100%,100%,1,FIS,Financials,94.33,0,0,0,0,0,0,0,0,0,0,0,46056202240,Large Cap,0,100,0,0,0,Large Cap,46056202240,46056202240
1058933,COOLEY CHARLES P,22%,23%,25%,3%,4%,4%,-22%,-23%,-25%,-3%,-4%,-4%,94.1,63173.525,164250,4,3,2014,2017,-335.3,0%,0%,0%,0%,0%,0%,1,KEY,Financials,55.33,0,0,0,0,0,0,0,0,0,0,0,19349833728,Large Cap,0,100,0,0,0,Large Cap,19349833728,19349833728
1059235,WAGNER SUSAN,19%,22%,23%,7%,8%,8%,-19%,-22%,-23%,-7%,-8%,-8%,12427,93854.8,245800,5,1,2015,2015,0.8,100%,0%,0%,100%,0%,0%,1,AAPL,Information Technology,0.605429688,0,0,0,0,0,0,0,0,0,0,0,3587430000000,Mega Cap,100,0,0,0,0,Mega Cap,3.58743E+12,3.58743E+12
