ACCESSION_NUMBER,FILING_DATE,PERIOD_OF_REPORT,ISSUERCIK,ISSUERNAME,ISSUERTRADINGSYMBOL,GICS_SECTOR,GICS_SUB_INDUSTRY,OWNER_CIK,OWNER_NAME,OWNER_RELATIONSHIP,SECURITY_TITLE,TRANS_DATE,TRANS_SHARES,TRANS_PRICEPERSHARE,DIRECT_INDIRECT_OWNERSHIP,SHARES_OWNED_FOLLOWING_TRANSACTION,6 Month Price,1 Year Price,18 Month Price,Market Cap
0001181431-14-013715,3/21/2014,3/19/2014,1101239,EQUINIX INC,EQIX,Real Estate,Data Center REITs,919468,SPO ADVISORY CORP,TenPercentOwner,Common Stock,2014-03-19 00:00:00+00:00,275000,180,I,5157900,166.56300354003906,188.1964874267578,230.06051635742188,94701240320
0001181431-14-013715,3/21/2014,3/19/2014,1101239,EQUINIX INC,EQIX,Real Estate,Data Center REITs,1252462,WEINBERG ELI J,TenPercentOwner,Common Stock,2014-03-19 00:00:00+00:00,275000,180,I,5157900,166.56300354003906,188.1964874267578,230.06051635742188,94701240320
0001181431-14-013715,3/21/2014,3/19/2014,1101239,EQUINIX INC,EQIX,Real Estate,Data Center REITs,948279,SF ADVISORY PARTNERS LP,TenPercentOwner,Common Stock,2014-03-19 00:00:00+00:00,275000,180,I,5157900,166.56300354003906,188.1964874267578,230.06051635742188,94701240320
0001181431-14-013715,3/21/2014,3/19/2014,1101239,EQUINIX INC,EQIX,Real Estate,Data Center REITs,1202553,SCULLY JOHN H,TenPercentOwner,Common Stock,2014-03-19 00:00:00+00:00,275000,180,I,5157900,166.56300354003906,188.1964874267578,230.06051635742188,94701240320
0001181431-14-013715,3/21/2014,3/19/2014,1101239,EQUINIX INC,EQIX,Real Estate,Data Center REITs,1252464,MCDERMOTT EDWARD H,TenPercentOwner,Common Stock,2014-03-19 00:00:00+00:00,275000,180,I,5157900,166.56300354003906,188.1964874267578,230.06051635742188,94701240320
0001181431-14-013715,3/21/2014,3/19/2014,1101239,EQUINIX INC,EQIX,Real Estate,Data Center REITs,1252480,PHOEBE SNOW FOUNDATION,TenPercentOwner,Common Stock,2014-03-21 00:00:00+00:00,11700,181.9,I,5207900,165.3238983154297,190.13803100585938,230.0605010986328,94701240320
0001181431-14-013715,3/21/2014,3/19/2014,1101239,EQUINIX INC,EQIX,Real Estate,Data Center REITs,1046206,SPO PARTNERS II LP,TenPercentOwner,Common Stock,2014-03-21 00:00:00+00:00,11700,181.9,I,5207900,165.3238983154297,190.13803100585938,230.0605010986328,94701240320
0001181431-14-013715,3/21/2014,3/19/2014,1101239,EQUINIX INC,EQIX,Real Estate,Data Center REITs,1252456,SPO ADVISORY PARTNERS LP,TenPercentOwner,Common Stock,2014-03-21 00:00:00+00:00,11700,181.9,I,5207900,165.3238983154297,190.13803100585938,230.0605010986328,94701240320
0001181431-14-013715,3/21/2014,3/19/2014,1101239,EQUINIX INC,EQIX,Real Estate,Data Center REITs,1252458,SAN FRANCISCO PARTNERS LP,TenPercentOwner,Common Stock,2014-03-21 00:00:00+00:00,11700,181.9,I,5207900,165.3238983154297,190.13803100585938,230.0605010986328,94701240320
0001181431-14-013715,3/21/2014,3/19/2014,1101239,EQUINIX INC,EQIX,Real Estate,Data Center REITs,919468,SPO ADVISORY CORP,TenPercentOwner,Common Stock,2014-03-21 00:00:00+00:00,11700,181.9,I,5207900,165.3238983154297,190.13803100585938,230.0605010986328,94701240320
0001181431-14-013715,3/21/2014,3/19/2014,1101239,EQUINIX INC,EQIX,Real Estate,Data Center REITs,1252462,WEINBERG ELI J,TenPercentOwner,Common Stock,2014-03-21 00:00:00+00:00,11700,181.9,I,5207900,165.3238983154297,190.13803100585938,230.0605010986328,94701240320
0001181431-14-013715,3/21/2014,3/19/2014,1101239,EQUINIX INC,EQIX,Real Estate,Data Center REITs,948279,SF ADVISORY PARTNERS LP,TenPercentOwner,Common Stock,2014-03-21 00:00:00+00:00,11700,181.9,I,5207900,165.3238983154297,190.13803100585938,230.0605010986328,94701240320
0001181431-14-013715,3/21/2014,3/19/2014,1101239,EQUINIX INC,EQIX,Real Estate,Data Center REITs,1202553,SCULLY JOHN H,TenPercentOwner,Common Stock,2014-03-21 00:00:00+00:00,11700,181.9,I,5207900,165.3238983154297,190.13803100585938,230.0605010986328,94701240320
0001181431-14-013715,3/21/2014,3/19/2014,1101239,EQUINIX INC,EQIX,Real Estate,Data Center REITs,1252464,MCDERMOTT EDWARD H,TenPercentOwner,Common Stock,2014-03-21 00:00:00+00:00,11700,181.9,I,5207900,165.3238983154297,190.13803100585938,230.0605010986328,94701240320
0001140361-14-013863,3/21/2014,3/19/2014,872589,REGENERON PHARMACEUTICALS INC,REGN,Health Care,Biotechnology,1121404,Sanofi,TenPercentOwner,Common Stock,2014-03-20 00:00:00+00:00,2144,325.94,I,18122437,358.9200134277344,486.0199890136719,550.3599853515625,82952568832
0001140361-14-013863,3/21/2014,3/19/2014,872589,REGENERON PHARMACEUTICALS INC,REGN,Health Care,Biotechnology,1121404,Sanofi,TenPercentOwner,Common Stock,2014-03-20 00:00:00+00:00,14641,328.93,I,18178250,358.9200134277344,486.0199890136719,550.3599853515625,82952568832
0001140361-14-013863,3/21/2014,3/19/2014,872589,REGENERON PHARMACEUTICALS INC,REGN,Health Care,Biotechnology,1121404,Sanofi,TenPercentOwner,Common Stock,2014-03-20 00:00:00+00:00,35030,328.49,I,18163609,358.9200134277344,486.0199890136719,550.3599853515625,82952568832
0001140361-14-013863,3/21/2014,3/19/2014,872589,REGENERON PHARMACEUTICALS INC,REGN,Health Care,Biotechnology,1121404,Sanofi,TenPercentOwner,Common Stock,2014-03-19 00:00:00+00:00,1747,326.44,I,18112294,362.7399902,472.1099853515625,550.3599853515625,82952568832
0001140361-14-013863,3/21/2014,3/19/2014,872589,REGENERON PHARMACEUTICALS INC,REGN,Health Care,Biotechnology,1121404,Sanofi,TenPercentOwner,Common Stock,2014-03-19 00:00:00+00:00,3428,327.6,I,18115722,362.7399902,472.1099853515625,550.3599853515625,82952568832
0001140361-14-013863,3/21/2014,3/19/2014,872589,REGENERON PHARMACEUTICALS INC,REGN,Health Care,Biotechnology,1121404,Sanofi,TenPercentOwner,Common Stock,2014-03-19 00:00:00+00:00,4571,328.67,I,18120293,362.7399902,472.1099853515625,550.3599853515625,82952568832
0001140361-14-013863,3/21/2014,3/19/2014,872589,REGENERON PHARMACEUTICALS INC,REGN,Health Care,Biotechnology,1121404,Sanofi,TenPercentOwner,Common Stock,2014-03-20 00:00:00+00:00,6142,327.52,I,18128579,358.9200134277344,486.0199890136719,550.3599853515625,82952568832
0001584746-14-000018,3/21/2014,3/14/2014,1506307,"KINDER MORGAN, INC.",KMI,Energy,Oil & Gas Storage & Transportation,1512713,Miller Michael Jaye,Director,Class P Common Stock,2014-03-14 00:00:00+00:00,10000,31.56,D,20000,22.30095863342285,24.10678482055664,18.633365631103516,62805762048
0001209191-14-021882,3/19/2014,2/12/2014,100517,"United Continental Holdings, Inc.",UAL,Industrials,Passenger Airlines,1472638,Garvey Jane C,Director,Common Stock,2014-02-12 00:00:00+00:00,1150,44.12,D,1150,43.119998931884766,67.12000274658203,57.869998931884766,31845064704
0001209191-14-021719,3/19/2014,3/18/2014,1403568,"Ulta Salon, Cosmetics & Fragrance, Inc.",ULTA,Consumer Discretionary,Other Specialty Retail,1340358,Dillon Mary,"Director,Officer",Common Stock,2014-03-18 00:00:00+00:00,5000,97.35,D,27012,118.5,150.4600067138672,168.13999938964844,18216427520
0001140361-14-013393,3/18/2014,3/14/2014,872589,REGENERON PHARMACEUTICALS INC,REGN,Health Care,Biotechnology,1121404,Sanofi,TenPercentOwner,Common Stock,2014-03-14 00:00:00+00:00,3248,326.77,I,17998084,346.05999755859375,429.3800048828125,533.2999877929688,82952568832
0001140361-14-013393,3/18/2014,3/14/2014,872589,REGENERON PHARMACEUTICALS INC,REGN,Health Care,Biotechnology,1121404,Sanofi,TenPercentOwner,Common Stock,2014-03-14 00:00:00+00:00,11096,327.51,I,18009180,346.05999755859375,429.3800048828125,533.2999877929688,82952568832
0001140361-14-013393,3/18/2014,3/14/2014,872589,REGENERON PHARMACEUTICALS INC,REGN,Health Care,Biotechnology,1121404,Sanofi,TenPercentOwner,Common Stock,2014-03-17 00:00:00+00:00,25629,328.86,I,18110547,355.4700012207031,451.7699890136719,540.9899902,82952568832
0001140361-14-013393,3/18/2014,3/14/2014,872589,REGENERON PHARMACEUTICALS INC,REGN,Health Care,Biotechnology,1121404,Sanofi,TenPercentOwner,Common Stock,2014-03-14 00:00:00+00:00,8158,329,I,18050419,346.05999755859375,429.3800048828125,533.2999877929688,82952568832
0001140361-14-013393,3/18/2014,3/14/2014,872589,REGENERON PHARMACEUTICALS INC,REGN,Health Care,Biotechnology,1121404,Sanofi,TenPercentOwner,Common Stock,2014-03-17 00:00:00+00:00,34499,328.32,I,18084918,355.4700012207031,451.7699890136719,540.9899902,82952568832
0001140361-14-013393,3/18/2014,3/14/2014,872589,REGENERON PHARMACEUTICALS INC,REGN,Health Care,Biotechnology,1121404,Sanofi,TenPercentOwner,Common Stock,2014-03-14 00:00:00+00:00,33081,328.64,I,18042261,346.05999755859375,429.3800048828125,533.2999877929688,82952568832
0001127602-14-012119,3/18/2014,3/17/2014,1403161,VISA INC.,V,Financials,Transaction & Payment Processing Services,1209454,KELLY ALFRED F JR,Director,Class A Common Stock,2014-03-17 00:00:00+00:00,1575,222.7,D,1575,50.55568313598633,62.82307052612305,66.53681945800781,6.08999E+11
0001140361-14-012800,3/14/2014,3/12/2014,872589,REGENERON PHARMACEUTICALS INC,REGN,Health Care,Biotechnology,1121404,Sanofi,TenPercentOwner,Common Stock,2014-03-12 00:00:00+00:00,12594,333.84,I,17857735,350.3399963378906,424.54998779296875,533.2999877929688,82952568832
0001140361-14-012800,3/14/2014,3/12/2014,872589,REGENERON PHARMACEUTICALS INC,REGN,Health Care,Biotechnology,1121404,Sanofi,TenPercentOwner,Common Stock,2014-03-12 00:00:00+00:00,10334,335.39,I,17868069,350.3399963378906,424.54998779296875,533.2999877929688,82952568832
0001140361-14-012800,3/14/2014,3/12/2014,872589,REGENERON PHARMACEUTICALS INC,REGN,Health Care,Biotechnology,1121404,Sanofi,TenPercentOwner,Common Stock,2014-03-12 00:00:00+00:00,18859,336.71,I,17886928,350.3399963378906,424.54998779296875,533.2999877929688,82952568832
0001140361-14-012800,3/14/2014,3/12/2014,872589,REGENERON PHARMACEUTICALS INC,REGN,Health Care,Biotechnology,1121404,Sanofi,TenPercentOwner,Common Stock,2014-03-12 00:00:00+00:00,32539,337.41,I,17919467,350.3399963378906,424.54998779296875,533.2999877929688,82952568832
0001140361-14-012800,3/14/2014,3/12/2014,872589,REGENERON PHARMACEUTICALS INC,REGN,Health Care,Biotechnology,1121404,Sanofi,TenPercentOwner,Common Stock,2014-03-12 00:00:00+00:00,40535,338.35,I,17960002,350.3399963378906,424.54998779296875,533.2999877929688,82952568832
0001140361-14-012800,3/14/2014,3/12/2014,872589,REGENERON PHARMACEUTICALS INC,REGN,Health Care,Biotechnology,1121404,Sanofi,TenPercentOwner,Common Stock,2014-03-12 00:00:00+00:00,34834,339.27,I,17994836,350.3399963378906,424.54998779296875,533.2999877929688,82952568832
0001140361-14-012800,3/14/2014,3/12/2014,872589,REGENERON PHARMACEUTICALS INC,REGN,Health Care,Biotechnology,1121404,Sanofi,TenPercentOwner,Common Stock,2014-03-12 00:00:00+00:00,4783,325.4,I,17778624,350.3399963378906,424.54998779296875,533.2999877929688,82952568832
0001140361-14-012800,3/14/2014,3/12/2014,872589,REGENERON PHARMACEUTICALS INC,REGN,Health Care,Biotechnology,1121404,Sanofi,TenPercentOwner,Common Stock,2014-03-12 00:00:00+00:00,15296,326.52,I,17793920,350.3399963378906,424.54998779296875,533.2999877929688,82952568832
0001140361-14-012800,3/14/2014,3/12/2014,872589,REGENERON PHARMACEUTICALS INC,REGN,Health Care,Biotechnology,1121404,Sanofi,TenPercentOwner,Common Stock,2014-03-12 00:00:00+00:00,9819,327.49,I,17803739,350.3399963378906,424.54998779296875,533.2999877929688,82952568832
0001140361-14-012800,3/14/2014,3/12/2014,872589,REGENERON PHARMACEUTICALS INC,REGN,Health Care,Biotechnology,1121404,Sanofi,TenPercentOwner,Common Stock,2014-03-12 00:00:00+00:00,11822,328.22,I,17815561,350.3399963378906,424.54998779296875,533.2999877929688,82952568832
0001140361-14-012800,3/14/2014,3/12/2014,872589,REGENERON PHARMACEUTICALS INC,REGN,Health Care,Biotechnology,1121404,Sanofi,TenPercentOwner,Common Stock,2014-03-12 00:00:00+00:00,2600,329.33,I,17818161,350.3399963378906,424.54998779296875,533.2999877929688,82952568832
0001140361-14-012800,3/14/2014,3/12/2014,872589,REGENERON PHARMACEUTICALS INC,REGN,Health Care,Biotechnology,1121404,Sanofi,TenPercentOwner,Common Stock,2014-03-12 00:00:00+00:00,20851,330.74,I,17839012,350.3399963378906,424.54998779296875,533.2999877929688,82952568832
0001140361-14-012800,3/14/2014,3/12/2014,872589,REGENERON PHARMACEUTICALS INC,REGN,Health Care,Biotechnology,1121404,Sanofi,TenPercentOwner,Common Stock,2014-03-12 00:00:00+00:00,6129,331.7,I,17845141,350.3399963378906,424.54998779296875,533.2999877929688,82952568832
0001127602-14-011455,3/13/2014,3/11/2014,21344,COCA COLA CO,KO,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,1253446,DOUGLAS J ALEXANDER JR,Officer,"Common Stock, $.25 Par Value",2014-03-11 00:00:00+00:00,2585,38.76,D,135972,30.252910614013672,29.607053756713867,28.41986083984375,2.77552E+11
0001140361-14-012431,3/12/2014,3/10/2014,872589,REGENERON PHARMACEUTICALS INC,REGN,Health Care,Biotechnology,1121404,Sanofi,TenPercentOwner,Common Stock,2014-03-10 00:00:00+00:00,2289,332.26,I,17593131,346.3900146484375,426.8699951171875,527.3499755859375,82952568832
0001140361-14-012431,3/12/2014,3/10/2014,872589,REGENERON PHARMACEUTICALS INC,REGN,Health Care,Biotechnology,1121404,Sanofi,TenPercentOwner,Common Stock,2014-03-10 00:00:00+00:00,3808,331.49,I,17590842,346.3900146484375,426.8699951171875,527.3499755859375,82952568832
0001140361-14-012431,3/12/2014,3/10/2014,872589,REGENERON PHARMACEUTICALS INC,REGN,Health Care,Biotechnology,1121404,Sanofi,TenPercentOwner,Common Stock,2014-03-11 00:00:00+00:00,32976,329.68,I,17629795,354.32000732421875,422.8399963378906,531.2199707,82952568832
0001140361-14-012431,3/12/2014,3/10/2014,872589,REGENERON PHARMACEUTICALS INC,REGN,Health Care,Biotechnology,1121404,Sanofi,TenPercentOwner,Common Stock,2014-03-11 00:00:00+00:00,31792,330.46,I,17661587,354.32000732421875,422.8399963378906,531.2199707,82952568832
0001140361-14-012431,3/12/2014,3/10/2014,872589,REGENERON PHARMACEUTICALS INC,REGN,Health Care,Biotechnology,1121404,Sanofi,TenPercentOwner,Common Stock,2014-03-11 00:00:00+00:00,18019,331.61,I,17679606,354.32000732421875,422.8399963378906,531.2199707,82952568832
0001140361-14-012431,3/12/2014,3/10/2014,872589,REGENERON PHARMACEUTICALS INC,REGN,Health Care,Biotechnology,1121404,Sanofi,TenPercentOwner,Common Stock,2014-03-11 00:00:00+00:00,31603,332.5,I,17711209,354.32000732421875,422.8399963378906,531.2199707,82952568832
0001140361-14-012431,3/12/2014,3/10/2014,872589,REGENERON PHARMACEUTICALS INC,REGN,Health Care,Biotechnology,1121404,Sanofi,TenPercentOwner,Common Stock,2014-03-11 00:00:00+00:00,19967,333.59,I,17731176,354.32000732421875,422.8399963378906,531.2199707,82952568832
0001140361-14-012431,3/12/2014,3/10/2014,872589,REGENERON PHARMACEUTICALS INC,REGN,Health Care,Biotechnology,1121404,Sanofi,TenPercentOwner,Common Stock,2014-03-11 00:00:00+00:00,15835,334.89,I,17747011,354.32000732421875,422.8399963378906,531.2199707,82952568832
0001140361-14-012431,3/12/2014,3/10/2014,872589,REGENERON PHARMACEUTICALS INC,REGN,Health Care,Biotechnology,1121404,Sanofi,TenPercentOwner,Common Stock,2014-03-11 00:00:00+00:00,26830,335.68,I,17773841,354.32000732421875,422.8399963378906,531.2199707,82952568832
0001140361-14-012431,3/12/2014,3/10/2014,872589,REGENERON PHARMACEUTICALS INC,REGN,Health Care,Biotechnology,1121404,Sanofi,TenPercentOwner,Common Stock,2014-03-10 00:00:00+00:00,12338,325.34,I,17405647,346.3900146484375,426.8699951171875,527.3499755859375,82952568832
0001140361-14-012431,3/12/2014,3/10/2014,872589,REGENERON PHARMACEUTICALS INC,REGN,Health Care,Biotechnology,1121404,Sanofi,TenPercentOwner,Common Stock,2014-03-10 00:00:00+00:00,14124,326.43,I,17419771,346.3900146484375,426.8699951171875,527.3499755859375,82952568832
0001140361-14-012431,3/12/2014,3/10/2014,872589,REGENERON PHARMACEUTICALS INC,REGN,Health Care,Biotechnology,1121404,Sanofi,TenPercentOwner,Common Stock,2014-03-10 00:00:00+00:00,22731,327.58,I,17442502,346.3900146484375,426.8699951171875,527.3499755859375,82952568832
0001140361-14-012431,3/12/2014,3/10/2014,872589,REGENERON PHARMACEUTICALS INC,REGN,Health Care,Biotechnology,1121404,Sanofi,TenPercentOwner,Common Stock,2014-03-10 00:00:00+00:00,48518,328.31,I,17491020,346.3900146484375,426.8699951171875,527.3499755859375,82952568832
0001140361-14-012431,3/12/2014,3/10/2014,872589,REGENERON PHARMACEUTICALS INC,REGN,Health Care,Biotechnology,1121404,Sanofi,TenPercentOwner,Common Stock,2014-03-10 00:00:00+00:00,51909,329.26,I,17542929,346.3900146484375,426.8699951171875,527.3499755859375,82952568832
0001140361-14-012431,3/12/2014,3/10/2014,872589,REGENERON PHARMACEUTICALS INC,REGN,Health Care,Biotechnology,1121404,Sanofi,TenPercentOwner,Common Stock,2014-03-10 00:00:00+00:00,44105,330.43,I,17587034,346.3900146484375,426.8699951171875,527.3499755859375,82952568832
0001140361-14-012431,3/12/2014,3/10/2014,872589,REGENERON PHARMACEUTICALS INC,REGN,Health Care,Biotechnology,1121404,Sanofi,TenPercentOwner,Common Stock,2014-03-11 00:00:00+00:00,3688,328.82,I,17596819,354.32000732421875,422.8399963378906,531.2199707,82952568832
0001209191-14-019767,3/12/2014,3/10/2014,37996,FORD MOTOR CO,F,Consumer Discretionary,Automobile Manufacturers,1209281,LECHLEITER JOHN C,Director,"Common Stock, $0.01 par value",2014-03-10 00:00:00+00:00,3000,15.56,D,5500,9.830082893371582,9.657361030578613,8.312144279,44114644992
0001140361-14-012028,3/10/2014,3/7/2014,872589,REGENERON PHARMACEUTICALS INC,REGN,Health Care,Biotechnology,1121404,Sanofi,TenPercentOwner,Common Stock,2014-03-07 00:00:00+00:00,22931,335.06,I,17374158,350.6600036621094,422.1300048828125,499.9899902,82952568832
0001140361-14-012028,3/10/2014,3/7/2014,872589,REGENERON PHARMACEUTICALS INC,REGN,Health Care,Biotechnology,1121404,Sanofi,TenPercentOwner,Common Stock,2014-03-07 00:00:00+00:00,8951,335.85,I,17383109,350.6600036621094,422.1300048828125,499.9899902,82952568832
0001140361-14-012028,3/10/2014,3/7/2014,872589,REGENERON PHARMACEUTICALS INC,REGN,Health Care,Biotechnology,1121404,Sanofi,TenPercentOwner,Common Stock,2014-03-07 00:00:00+00:00,5400,337.16,I,17388509,350.6600036621094,422.1300048828125,499.9899902,82952568832
0001140361-14-012028,3/10/2014,3/7/2014,872589,REGENERON PHARMACEUTICALS INC,REGN,Health Care,Biotechnology,1121404,Sanofi,TenPercentOwner,Common Stock,2014-03-07 00:00:00+00:00,4700,338.06,I,17393209,350.6600036621094,422.1300048828125,499.9899902,82952568832
0001140361-14-012028,3/10/2014,3/7/2014,872589,REGENERON PHARMACEUTICALS INC,REGN,Health Care,Biotechnology,1121404,Sanofi,TenPercentOwner,Common Stock,2014-03-07 00:00:00+00:00,100,339.06,I,17393309,350.6600036621094,422.1300048828125,499.9899902,82952568832
0001140361-14-012028,3/10/2014,3/7/2014,872589,REGENERON PHARMACEUTICALS INC,REGN,Health Care,Biotechnology,1121404,Sanofi,TenPercentOwner,Common Stock,2014-03-07 00:00:00+00:00,195,327.77,I,17151686,350.6600036621094,422.1300048828125,499.9899902,82952568832
0001140361-14-012028,3/10/2014,3/7/2014,872589,REGENERON PHARMACEUTICALS INC,REGN,Health Care,Biotechnology,1121404,Sanofi,TenPercentOwner,Common Stock,2014-03-07 00:00:00+00:00,2105,328.85,I,17153791,350.6600036621094,422.1300048828125,499.9899902,82952568832
0001140361-14-012028,3/10/2014,3/7/2014,872589,REGENERON PHARMACEUTICALS INC,REGN,Health Care,Biotechnology,1121404,Sanofi,TenPercentOwner,Common Stock,2014-03-07 00:00:00+00:00,6219,330.16,I,17160010,350.6600036621094,422.1300048828125,499.9899902,82952568832
0001140361-14-012028,3/10/2014,3/7/2014,872589,REGENERON PHARMACEUTICALS INC,REGN,Health Care,Biotechnology,1121404,Sanofi,TenPercentOwner,Common Stock,2014-03-07 00:00:00+00:00,95568,331.01,I,17255578,350.6600036621094,422.1300048828125,499.9899902,82952568832
0001140361-14-012028,3/10/2014,3/7/2014,872589,REGENERON PHARMACEUTICALS INC,REGN,Health Care,Biotechnology,1121404,Sanofi,TenPercentOwner,Common Stock,2014-03-07 00:00:00+00:00,48025,332.08,I,17303603,350.6600036621094,422.1300048828125,499.9899902,82952568832
0001140361-14-012028,3/10/2014,3/7/2014,872589,REGENERON PHARMACEUTICALS INC,REGN,Health Care,Biotechnology,1121404,Sanofi,TenPercentOwner,Common Stock,2014-03-07 00:00:00+00:00,23743,332.84,I,17327346,350.6600036621094,422.1300048828125,499.9899902,82952568832
0001140361-14-012028,3/10/2014,3/7/2014,872589,REGENERON PHARMACEUTICALS INC,REGN,Health Care,Biotechnology,1121404,Sanofi,TenPercentOwner,Common Stock,2014-03-07 00:00:00+00:00,23881,334.09,I,17351227,350.6600036621094,422.1300048828125,499.9899902,82952568832
0001140361-14-012027,3/10/2014,3/6/2014,872589,REGENERON PHARMACEUTICALS INC,REGN,Health Care,Biotechnology,1121404,Sanofi,TenPercentOwner,Common Stock,2014-03-07 00:00:00+00:00,2116,320.83,I,17136842,350.6600036621094,422.1300048828125,499.9899902,82952568832
